time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-10-15T20:45:25.450Z,9.6198,123.2514,11.17,4.4,mb,,162,3.424,0.52,us,usb000kiyw,2013-12-30T23:41:10.000Z,"8 km NW of Ginatilan, Philippines",earthquake,,5.3,0.22,,reviewed,us,us
2013-10-15T22:51:53.870Z,9.7053,124.5184,10,4.5,mb,,179,2.821,0.85,us,usb000kiz2,2013-12-30T23:41:10.000Z,"3 km SSW of Candabong, Philippines",earthquake,,1.9,0.241,,reviewed,us,us
2013-10-15T23:50:28.850Z,10.0909,124.7126,29.09,4.1,mb,,190,3.121,0.36,us,usb000kiz6,2013-12-30T23:41:10.000Z,"12 km E of Aguining, Philippines",earthquake,,10.6,0.214,,reviewed,us,us
2013-10-16T01:36:58.590Z,9.6479,123.671,10,5,mb,,33,3.182,0.66,us,usb000kecq,2022-07-25T23:45:03.223Z,"9 km NW of Doljo, Philippines",earthquake,,1.7,0.055,,reviewed,us,us
2013-10-16T02:42:21.080Z,9.8625,124.3589,10,4.9,mb,,91,3.025,0.73,us,usb000kedv,2022-07-25T23:46:09.281Z,"4 km WSW of La Hacienda, Philippines",earthquake,,1.8,0.066,,reviewed,us,us
2013-10-16T03:04:02.600Z,9.9008,124.4289,10,4.4,mb,,155,3.034,0.96,us,usc000kpab,2013-12-30T23:41:10.000Z,"1 km WNW of Alicia, Philippines",earthquake,,1.9,0.149,,reviewed,us,us
2013-10-16T05:28:39.120Z,9.9237,124.1711,19.96,4.6,mb,,78,3.159,0.83,us,usb000keh5,2022-07-25T23:47:08.698Z,"8 km N of Nueva Fuerza, Philippines",earthquake,,3.3,0.114,,reviewed,us,us
2013-10-16T05:33:43.130Z,9.5805,123.8951,26.2,4,mb,,82,3,0.64,us,usc000kpaf,2013-12-30T23:41:10.000Z,"4 km ESE of Catarman, Philippines",earthquake,,5.6,0.519,,reviewed,us,us
2013-10-16T06:33:31.060Z,9.8613,124.1728,18.49,4.6,mb,,78,3.102,0.85,us,usb000kein,2022-07-25T23:48:10.844Z,"1 km NNE of Nueva Fuerza, Philippines",earthquake,,3.6,0.122,,reviewed,us,us
2013-10-16T07:17:32.620Z,9.7233,123.906,10.32,4.4,mb,,132,18.822,1,us,usc000kpal,2013-12-30T23:41:10.000Z,"5 km ENE of De la Paz, Philippines",earthquake,,2.9,0.191,,reviewed,us,us
2013-10-16T07:31:28.340Z,9.6439,123.7571,20.79,5,mb,,73,3.129,0.99,us,usb000kejw,2022-07-25T23:49:11.793Z,"3 km WNW of San Agustin, Philippines",earthquake,,3.6,0.073,,reviewed,us,us
2013-10-16T07:36:12.040Z,9.6344,123.6704,20.82,4.6,mb,,77,3.171,0.81,us,usb000kek0,2013-12-30T23:41:10.000Z,"8 km NW of Doljo, Philippines",earthquake,,4.1,0.105,,reviewed,us,us
2013-10-16T09:56:53.500Z,9.9535,124.1025,10,4.9,mb,,78,3.216,0.81,us,usb000kely,2013-12-30T23:41:10.000Z,"1 km NNE of Canmaya Diot, Philippines",earthquake,,1.8,0.07,,reviewed,us,us
2013-10-16T15:08:26.100Z,9.617,123.626,10,5.2,mb,,72,3.184,0.78,us,usb000keru,2013-12-30T23:41:11.000Z,"11 km WNW of Doljo, Philippines",earthquake,,1.7,0.052,,reviewed,us,us
2013-10-16T15:32:07.430Z,9.4842,124.2394,20,4.6,mb,,174,8.654,0.91,us,usc000kpay,2013-12-30T23:41:11.000Z,"14 km SSE of Valencia, Philippines",earthquake,,3.1,0.207,,reviewed,us,us
2013-10-16T15:32:45.430Z,9.5926,123.701,20.22,4.9,mb,,67,3.12,1.09,us,usb000kesc,2013-12-30T23:41:11.000Z,"3 km W of Doljo, Philippines",earthquake,,2.7,0.076,,reviewed,us,us
