rep,scenario,status,n,n_sh,n_ns,true_mu,true_beta,true_Ksh,true_Kns,true_ash,true_ans,true_R,mu_hat,beta_hat,Ksh_hat,Kns_hat,ash_hat,ans_hat,R_hat,ll2,aic2,ll1,aic1,LR,lrt_p,R_lo,R_hi,R_covered,n_boot_ok,ks_p
134,A,ok,289,251,38,2.5,4.0,0.15,0.02,1.2,0.2,7.5,1.9966585436919362,3.488056247079298,0.16627026179964077,1.0000001728250138e-08,1.3489956178124056,0.0017525269868216599,16627023.306398544,90.54242577628463,-169.08485155256926,88.67145083676076,-169.3429016735215,3.741949879047752,0.15397347378968063,0.16657416923918772,3484.7956986408285,True,33,0.923650452663679
135,A,ok,256,214,42,2.5,4.0,0.15,0.02,1.2,0.2,7.5,1.8998282101331823,4.3136727048728565,0.22030903080014963,0.005041683936958075,1.0377697732580782,2.25,43.69750931532494,33.56459792672797,-55.12919585345594,31.22833944705576,-54.45667889411152,4.672516959344421,0.0966887251328159,0.260444322525921,8.257262362939752,True,31,0.9530040017130723
136,A,ok,311,260,51,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.72808062111409,3.02439477592891,0.24289591030174593,2.7367916987020534e-08,0.08944384378874927,0.002845010079171041,8875206.338024972,78.67256929539383,-145.34513859078766,76.85324388612321,-145.70648777224642,3.6386508185412367,0.16213508887841732,0.3533129812598628,44.460420485932545,True,33,0.9840569721833824
137,A,ok,343,274,69,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.298826683237805,3.359525980790613,0.2077204873505457,0.0036001959761295223,1.1666398107914802,2.25,57.69699447691196,165.13686535252134,-318.2737307050427,160.8802309878423,-313.7604619756846,8.51326872935806,0.014169913004976387,0.12176687613212259,106.20006090645909,True,38,0.782348932935727
138,A,ok,294,256,38,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.5063818545778465,5.137305879027546,0.12809799294060792,0.03956150779373908,1.2685829714775465,0.0002378249353055189,3.237945166510576,66.78451358292864,-121.56902716585728,65.93458942516651,-123.86917885033301,1.6998483155242639,0.4274473492829499,0.2272507678828081,78.17079084985477,True,33,0.672360698569582
139,A,ok,273,234,39,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.1985905030139836,2.6949200857876994,0.12918926795551358,0.0981971602602255,1.2059801924999836,2.219889078266093,1.3156110381721635,51.892895380541574,-91.78579076108315,51.76826601168767,-95.53653202337534,0.24925873770780527,0.8828240440436897,0.24112204279357,45.279485765359894,True,33,0.7946443681899874
140,A,ok,349,297,52,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.8703064503447213,3.67433087665503,0.1555745908491186,0.20919903903702575,0.9236655040675092,2.7649627965939987e-06,0.743667808252139,133.75271335606664,-255.50542671213327,133.22183600709303,-258.44367201418606,1.0617546979472081,0.5880887841828677,0.24130377747408224,310.2559568406285,True,32,0.9360316432295746
141,A,ok,314,269,45,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.357317381880545,4.578864932103318,0.16442469116533698,0.015442208648825067,1.2189998833965585,2.25,10.647744432455092,103.76541753835278,-195.53083507670556,102.62187856613929,-197.24375713227857,2.287077944426983,0.31868919158284736,0.07768938818034847,2736.8349307208364,True,40,0.9848356361737828
142,A,ok,318,270,48,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.189061904762898,4.480588374386737,0.18148315409891758,9.999999999999982e-09,1.3823740244448977,0.03201237450701652,18148315.40989179,126.80764691338726,-241.61529382677452,122.36635931357739,-236.73271862715478,8.882575199619737,0.011780759845682276,0.23679461130593682,750.8818755004214,True,32,0.25706848662898585
143,A,ok,293,242,51,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.5961582302105772,10.000000000000002,0.1131581596440571,0.04766475080712117,0.945963544475927,2.25,2.374042824685263,71.4450862668968,-130.8901725337936,70.70537904903995,-133.4107580980799,1.479414435713693,0.4772536264071775,0.18361604503365994,152.9991022094267,True,33,0.7063712085593202
144,A,ok,298,244,54,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.3609323846572208,4.050924555769472,0.11134143404430645,0.05170013580440168,1.3000443346608654,2.25,2.153600417328633,90.37336533907177,-168.74673067814354,89.81847020707636,-171.63694041415272,1.109790263990817,0.5741324661656915,0.21558945973689944,304.3672943325529,True,32,0.9774126368931217
145,A,ok,309,263,46,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.7772948841253453,4.487548317058326,0.07918999644222806,6.192889233578782e-05,1.421439130445545,1.4068730384016934,1278.724573545542,98.48685059393858,-184.97370118787717,97.6525342511099,-187.3050685022198,1.6686326856573714,0.43417120425045685,0.16115224239343892,2787.623249473696,True,28,0.8568966781793576
146,A,ok,272,227,45,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.2895357237711336,2.7538313186122565,0.06764281002890561,0.4030226436802703,1.5759524593395755,9.397092732300899e-05,0.16783873335555966,40.52385845016596,-69.04771690033192,38.00944269110414,-68.01888538220828,5.0288315181236385,0.08091016943385443,0.1262300079850328,501.06717426000813,True,20,0.9333890684830541
147,A,ok,310,269,41,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.742766587753901,10.000000000000002,0.049447152708574874,0.38614251315834347,1.6971634239301328,0.28479420661719246,0.1280541536443006,96.78734055456977,-181.57468110913953,94.5605676904413,-181.1211353808826,4.453545728256927,0.107875999515058,0.3434450755706981,183.48948806833135,True,39,0.7013368626024321
148,A,ok,273,230,43,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.3007902924358032,4.704924245594397,0.10035117999581832,0.20883894358742697,1.2838942520646965,4.839395357698919e-06,0.4805194772200519,48.11611203320098,-84.23222406640195,47.66858489852564,-87.33716979705127,0.8950542693506804,0.6392068713440777,0.1563449785345744,34.168283763648425,True,32,0.7767914231210495
149,A,ok,310,262,48,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.7170616645040098,2.5316699404074834,0.044248127102593675,0.05022490205763366,2.25,9.024833379834189e-06,0.8809997688361529,88.3099475873226,-164.6198951746452,85.58229621811557,-163.16459243623115,5.455302738414048,0.06537264571801515,0.3251884258399292,17.87949251393412,True,26,0.7684235534870731
150,A,ok,272,231,41,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.1832714909185507,4.224819758347686,0.15533076580758623,2.4935973356384446e-07,1.2118911539607955,0.03059414118062726,622918.3982016741,47.882593347610964,-83.76518669522193,46.771844713031726,-85.54368942606345,2.2214972691584762,0.32931233416926387,0.2917393572331348,32.23841266549087,True,30,0.7950072046386103
151,A,ok,287,240,47,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.492564183767509,8.433756579154819,0.16121750938537582,0.027098918259752875,0.752275710499817,2.25,5.949223059018372,59.09412304572186,-106.18824609144372,58.41968354662936,-108.83936709325872,1.3488789981850005,0.5094418832369169,0.22865078971062008,11.310237838945842,True,29,0.9977289784279103
152,A,ok,287,255,32,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.8524670159149816,3.759834359831039,0.04949216694788732,0.06343673883408724,1.3544391935344233,2.186253418719987e-05,0.7801814509621843,49.52723113833184,-87.05446227666368,49.232294590427216,-90.46458918085443,0.5898730958092528,0.7445788310540424,0.11505673078142631,423.57021135644607,True,39,0.5587558919916246
153,A,ok,283,248,35,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.369343937625955,4.243736012455137,0.10012850478273734,0.08276225698002912,1.39254684855429,1.6287064961789448,1.2098329412028814,57.038208328275005,-102.07641665655001,57.0183613408239,-106.0367226816478,0.03969397490220672,0.9803486674793858,0.171073704629747,1919.8059178479061,True,30,0.9923998516484122
154,A,ok,281,235,46,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.6082369529503078,3.4155484871543815,0.026064763521756927,0.0293256868623562,2.25,2.25,0.8888031725938824,56.83101342589379,-101.66202685178757,56.82619088894165,-105.6523817778833,0.00964507390426661,0.9951890728088625,0.25241426215753343,251.0868214465021,True,29,0.3955564781146689
155,A,ok,313,268,45,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.378725784215614,4.170837590127817,0.1835220466018186,0.023557590570024208,1.121724868414868,1.5662913138855925,7.790357254758503,100.03991745813033,-188.07983491626067,98.98878798500999,-189.97757597001998,2.1022589462406813,0.34954272695519006,0.3864989940865476,17.367613446151804,True,30,0.8608817766772775
156,A,ok,298,262,36,2.5,4.0,0.15,0.02,1.2,0.2,7.5,1.9280118712208774,1.9492644009095315,0.27794113940748794,2.539074063165444e-06,0.9822235656610179,0.012692888474465541,109465.55023329286,75.69322020627686,-139.38644041255372,73.50825741867766,-139.01651483735532,4.369925575198408,0.11248191929867335,0.279110388644347,1909.2599074804089,True,24,0.9880791163722834
157,A,ok,293,244,49,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.8379898083150286,5.429114167501547,0.04968135820013969,0.007827590735094097,1.8247074241016452,2.25,6.346953983861097,58.24604047264671,-104.49208094529342,57.63545848437178,-107.27091696874356,1.2211639765498603,0.5430347372409587,0.39412227959562995,23.481150794212738,True,30,0.6596861220854181
158,A,ok,283,238,45,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.3809867449619855,4.2415487545158514,0.2905874483999797,1.0096308365899474e-07,2.0440668592857308e-05,0.028486203689244195,2878155.4392835884,49.67038433887927,-87.34076867775855,47.44807092541271,-86.89614185082542,4.444626826933131,0.10835814145758327,0.2955054556381873,6268.418597876996,True,33,0.6410167267916788
159,A,ok,257,220,37,2.5,4.0,0.15,0.02,1.2,0.2,7.5,1.9524758889891085,4.337743643196968,0.17592013847041177,0.0038280041599191646,1.2069986524399166,2.25,45.95609908483659,33.257378365747456,-54.51475673149491,31.862435301824576,-55.72487060364915,2.7898861278457616,0.24784714740980984,0.1325768430500411,149.1749596056597,True,35,0.8766716484250281
160,A,ok,273,233,40,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.4983588998147077,3.7899148592340675,0.09115270781413179,0.13242524390262472,1.255791446132755,0.6041334969906537,0.6883333202025924,33.76100763070497,-55.52201526140993,33.60334160832093,-59.20668321664186,0.31533204476806986,0.8541349963080073,0.10618977510002156,26.133362157477734,True,33,0.8313906883299903
161,A,ok,265,218,47,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.3088953826003835,4.075823041289401,0.125297784735984,1.9377013142170784e-07,1.342671793751618,0.06509732117710877,646631.0561729176,31.40538485910008,-50.81076971820016,29.608309644949088,-51.216619289898176,3.5941504283019867,0.16578305977461838,0.23609414699739714,75.56806705092797,True,33,0.9627499575058241
162,A,ok,300,237,63,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.5764423600332953,3.837036722919942,0.13685421883027565,3.3853666846460413e-07,1.267107179342176,0.18785171308765455,404252.27627767157,73.24254668205884,-134.4850933641177,72.1041926613861,-136.2083853227722,2.2767080413455005,0.32034587078698484,0.3347624613229755,87.83022998332396,True,32,0.7996353564555061
163,A,ok,278,239,39,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.3089150786445183,3.6453790367857324,0.11340101493130315,4.250779541024647e-07,1.2791064325630805,0.043940932679014,266776.9848726804,60.09667427629972,-108.19334855259945,58.36042542126347,-108.72085084252694,3.4724977100725027,0.17618003951087757,0.2872778909384054,29.710321394243557,True,30,0.608129378066225
164,A,ok,294,240,54,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.4201464454588733,5.084680665908877,0.10979537975789712,0.0031086139121485066,1.3268658868353431,2.25,35.31972218512413,91.87137230033909,-171.74274460067818,89.49351410652395,-170.9870282130479,4.755716387630287,0.09274901534149571,0.14939870376852182,272.5515709107327,True,39,0.8832318022578428
165,A,ok,310,261,49,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.1171428818765596,4.24956406196447,0.24679073470941817,4.2738225148474914e-08,1.0670162948833781,0.024774747317670195,5774473.175993008,104.64442057362925,-197.2888411472585,98.58667846020711,-189.17335692041422,12.115484226844274,0.002339677654889738,0.1878213001539681,85.73432053163926,True,32,0.7071538725178927
166,A,ok,278,232,46,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.172334263406686,3.057935412489211,0.17221504015908878,4.5507469675583757e-07,1.1628870792414736,0.17233509584566797,378432.46699230955,51.03177305068539,-90.06354610137078,47.528439637423844,-87.05687927484769,7.006666826523087,0.03009689064897958,0.28336834455170407,60.04836534128306,True,30,0.4591788999962143
167,A,ok,299,260,39,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.575280003275872,3.986053637659929,0.1380716991634995,0.004952531419846792,1.0844597229221025,0.05884808404280934,27.87901528704906,70.74749671514519,-129.49499343029038,70.02302230914307,-132.04604461828615,1.4489488120042324,0.48457919395065596,0.17334239845491492,2195.889332536418,True,30,0.8035946842521581
168,A,ok,332,284,48,2.5,4.0,0.15,0.02,1.2,0.2,7.5,3.0363467060395473,8.008473004377114,0.12240673846686419,7.626515390738265e-07,0.8443381646684247,0.040086319054136454,160501.52946064522,111.13522767629922,-210.27045535259845,109.99274700437695,-211.9854940087539,2.284961343844543,0.3190266389759504,0.3516557962756632,1255.5227536414031,True,31,0.9796731200685687
169,A,ok,323,276,47,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.6763644830843853,5.117153962022486,0.09200944721229498,9.999999999999982e-09,1.483142619390742,3.157881354344706e-05,9200944.721229514,123.98255182675666,-235.96510365351332,122.31761427192606,-236.63522854385212,3.3298751096612023,0.18920247239354093,0.24513117218796812,108.82220985379368,True,32,0.9730416095671206
170,A,ok,282,238,44,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.185784963799336,4.213381402139195,0.11462795838518146,1.3192019202747202e-07,1.465801469820307,0.015868916186445828,868918.9776293723,91.29906046700006,-170.59812093400012,87.8481654916722,-167.6963309833444,6.901789950655711,0.03171723752677369,0.17016472184812992,1540.5711465715376,True,30,0.7580237511339274
171,A,ok,327,281,46,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.0538255902992595,2.6320892793910082,0.23740718372992065,7.00523633957565e-05,1.2102839467487314,0.001290983788033493,3388.996062683901,137.08623345705223,-262.17246691410446,134.829050906789,-261.658101813578,4.514365100526447,0.10464490155808504,0.4654699260901622,97.72734283210792,True,23,0.9414790566599387
172,A,ok,314,267,47,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.158572338949716,2.7060290845667505,0.23379150690281103,1.9411591622068103e-06,1.029323774600728,0.05632533588010452,120439.12289862143,102.10683837608997,-192.21367675217994,99.84735317200352,-191.69470634400705,4.5189704081728905,0.10440421778748044,0.2907213345594592,576.0065338363969,True,29,0.9536240029642671
173,A,ok,317,283,34,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.370606056916553,2.1168178583149895,0.15051892550646953,0.06468925368131022,1.2338295912047974,1.5226398976983695,2.326799536875116,101.68288750361245,-191.3657750072249,101.57106574795256,-195.14213149590512,0.22364351131977855,0.8942036300322691,0.16066381521906697,1897.3897876199958,True,29,0.786515686606177
174,A,ok,285,240,45,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.714673150930338,3.4239624960966033,0.029595135965606246,1.3221789302293441e-08,2.213301171829813,2.6961910809233527e-06,2238360.882098817,53.64654334156887,-95.29308668313774,51.58700219170663,-95.17400438341326,4.119082299724482,0.12751246558581653,0.1167096002891098,37.90050302230388,True,32,0.9658146048656759
175,A,ok,274,231,43,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.3331740981133833,2.7297666913830225,0.11428052715405143,1.0000001576717174e-08,1.2829885981248932,0.014565046333487998,11428050.913524728,50.963724914996476,-89.92744982999295,49.09342314238671,-90.18684628477342,3.7406035452195283,0.15407715853254045,0.3079112314402446,1158.356921491671,True,30,0.9752176799202932
176,A,ok,286,234,52,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.796042038322938,5.573326767150962,0.05195911876239296,0.04770694962523652,1.3824711799002396,0.9796164037493816,1.0891310211732146,49.10609644720495,-86.2121928944099,49.061561807451824,-90.12312361490365,0.08906927950624777,0.9564424685888014,0.29771062799308434,123.57994133651164,True,30,0.7422419397082722
177,A,ok,301,254,47,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.481950553267739,3.1941940177247923,0.10593905085638643,1.0747027523604753e-06,1.4165983727725637,0.08533969564870073,98575.21126069705,85.09331422734726,-158.18662845469453,83.19619419316444,-158.3923883863289,3.7942400683656388,0.14999999260545938,0.3223731351294526,47.53560679742016,True,27,0.8295206575733015
178,A,ok,289,249,40,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.3794872518580434,3.2158580259408756,0.10841512942729638,5.231001193910268e-07,1.6321201342224592,0.0954198782799603,207255.02711318273,65.69658946166044,-119.39317892332087,63.54114724333715,-119.0822944866743,4.310884436646575,0.11585194742943483,0.3358605784761419,722.5544490448444,True,32,0.5816358347965117
179,A,ok,336,291,45,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.7170124045738913,4.363068343722082,0.11907322232179123,0.013708335293601994,1.415762309598912,2.25,8.686191267685548,130.54136742667532,-249.08273485335064,129.6347565096225,-251.26951301924498,1.8132218341056614,0.40389072630394496,0.1707219888123215,23.478760736111223,True,28,0.9000864576034322
180,A,ok,315,277,38,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.303064134024396,2.0137390883022586,0.19630637267146192,0.04508487573040955,1.0751899616939833,2.25,4.354151353223187,93.90732864000165,-175.8146572800033,93.40521102491675,-178.8104220498335,1.0042352301697974,0.605247620209536,0.5485953838608942,31.697345083320357,True,29,0.8938560496865428
181,A,ok,310,249,61,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.686661230619254,4.00580914042094,0.16960763316713173,5.921649256121824e-06,0.9350070417621965,0.22510842738093204,28641.958655655046,82.70660626908943,-153.41321253817887,81.00078998586582,-154.00157997173164,3.4116325664472242,0.181624068968676,0.17441102267214945,399.04386675779756,True,36,0.7785766484978598
182,A,ok,269,234,35,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.4335241111179173,3.9684693815571994,0.10883790096831764,2.1631669876513315e-08,1.2872565865645655,0.01827777747726866,5031414.661449178,31.057392997737622,-50.114785995475245,28.61957561617612,-49.23915123235224,4.875634763123003,0.08735129810406927,0.17004443330554914,418.2505337677627,True,34,0.6530937066965258
183,A,ok,272,228,44,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.1345110346688276,2.7067614450441684,0.14803141114736015,3.463492292121553e-08,1.5554366445552754,0.09061124176726651,4274050.54384238,48.19049551168223,-84.38099102336446,43.955500040382844,-79.91100008076569,8.46999094259877,0.014479875772633544,0.23605654722868752,66.31035951795332,True,26,0.8057981774715501
184,A,ok,272,235,37,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.5920667447319254,5.742427330053813,0.022562205266689603,0.33691090319745903,2.2310142352371667,1.0000002774796445e-06,0.06696786910890264,36.60726563160557,-61.21453126321114,35.34643549398436,-62.69287098796872,2.521660275242425,0.28341865233095764,0.18838158023042437,1557.772203237705,True,31,0.6576750947564408
185,A,ok,314,278,36,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.4313449608054225,2.877999131515636,0.15822444833441837,0.04947008298255147,1.05316550591375,2.25,3.198386555976175,91.70290563349931,-171.40581126699863,90.34584824990526,-172.69169649981052,2.714114767188107,0.2574171434690602,0.17934464995080124,131.470658981338,True,34,0.3274508000246732
186,A,ok,325,280,45,2.5,4.0,0.15,0.02,1.2,0.2,7.5,3.078550200058619,7.218922589189735,0.07231111142868951,1.191810604983401e-07,1.4349665484792524,0.018663612711356723,606733.2437413294,100.96493358572536,-189.92986717145072,99.74148117341196,-191.4829623468239,2.446904824626813,0.2942126680838423,0.2768519927552608,43.41487044506752,True,33,0.9302044801017704
187,A,ok,338,295,43,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.750573761333766,5.38300766882765,0.20224325887358535,0.00935570764616184,0.9535238635890232,0.13234191502905224,21.61709905039147,123.2696218508928,-234.5392437017856,121.9594438994227,-235.9188877988454,2.6203559029402186,0.26977204578089375,0.494888435951361,370.6336716026109,True,31,0.23885322536165843
188,A,ok,270,217,53,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.548287488738739,8.95986212526796,0.06342260611339513,0.1217124688117611,1.4335389389432731,1.0924273663609508e-05,0.5210855283157858,35.55312108638759,-59.10624217277518,34.31059725502445,-60.621194510048895,2.485047662726288,0.28865478184785154,0.2556027476764463,24.748755222494566,True,33,0.8359463498754531
189,A,ok,343,300,43,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.9668640506766666,5.247838640860126,0.08487785659610748,0.0099452600779428,1.3773378805288525,0.4242322491168938,8.534503465058167,145.29307538804608,-278.58615077609215,144.73191341177068,-281.46382682354135,1.1223239525508006,0.5705457179390706,0.14157614717298977,11.808982900650125,True,25,0.5546416422869147
190,A,ok,320,270,50,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.6161545978870038,5.308185630447733,0.1847422234834817,2.802152602209477e-07,1.0144830833667209,0.031266969321517936,659286.804500989,100.6802158053273,-189.3604316106546,97.72848562953288,-187.45697125906577,5.903460351588819,0.05224922735062454,0.23341234640037087,2582.2328335226266,True,28,0.7709490563416457
191,A,ok,315,268,47,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.77363369191787,4.225372186775742,0.10982415131465846,0.032401594832212686,1.2376076666967573,1.699213585884938,3.389467459344767,97.26880163187815,-182.5376032637563,97.0959852971925,-186.191970594385,0.3456326693712981,0.8412921168369601,0.22122686031330852,73.58022321237083,True,33,0.8171854220011802
192,A,ok,255,214,41,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.1337211373972584,3.012824300750561,0.11930994405936539,5.586100076798253e-07,1.3603880664352164,0.0754555786271344,213583.61364651646,32.568696851890934,-53.13739370378187,31.28120171551717,-54.56240343103434,2.5749902727475273,0.27596116315466257,0.1680283498302294,57.07523094932817,True,32,0.8128872890691597
193,A,ok,263,226,37,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.191967319315492,3.8831146412416033,0.09444415999349126,0.2636437907047938,1.3217050147757183,0.11763898693451144,0.35822637711669797,40.654874667942295,-69.30974933588459,39.726438058027156,-71.45287611605431,1.8568732198302769,0.39517103416355126,0.16409759045944608,120.69254716843427,True,32,0.2714233810452147
194,A,ok,303,259,44,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.232890142631959,2.4404424654891557,0.1630069380825361,0.09702469880272246,1.1001427557219066,2.25,1.6800561103928129,91.65484930445388,-171.30969860890775,91.40734227672021,-174.81468455344043,0.4950140554673226,0.7807447339255981,0.33615031780052446,139.09672768831973,True,37,0.7948691567580792
195,A,ok,265,230,35,2.5,4.0,0.15,0.02,1.2,0.2,7.5,1.887073445879875,2.7308078928580226,0.1382281589807319,0.026382765999995852,1.6300515552686285,2.25,5.239335366911629,42.599468539911584,-73.19893707982317,41.86612257861674,-75.73224515723348,1.466691922589689,0.48029923585123957,0.18815060449618376,102.25614848068798,True,27,0.9818432841333669
196,A,ok,304,256,48,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.468778621673264,2.6170003803046686,0.13256596613363575,0.17631922645216527,1.3679689075383192,1.1152697619305731e-05,0.751852017508711,73.52660599550597,-135.05321199101195,71.54430912968161,-135.08861825936322,3.9645937316487334,0.1377524747181631,0.2781360576357234,103.97725761876026,True,30,0.6789358032890506
197,A,ok,310,257,53,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.5961597093653834,3.9610138967757713,0.10259883076966439,0.08785533792204989,1.528210334706186,1.5063598395010431,1.1678155613116614,90.19185910343197,-168.38371820686393,90.14918897543771,-172.29837795087542,0.08534025598851258,0.9582274303421507,0.21114274076434603,65.23965441500724,True,37,0.3914342896887131
198,A,ok,288,243,45,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.682287801339154,3.6401975705525778,0.10086733582791552,2.432846457118226e-07,1.088568313880787,0.19441921395283626,414606.2548780644,50.04662727215526,-88.09325454431053,49.1879944545841,-90.3759889091682,1.7172656351423257,0.42374101774623807,0.40782260836782,1817.0386661779485,True,36,0.4718217307211092
199,A,ok,309,265,44,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.157540842003469,2.690283482482675,0.20856482995832698,0.06309236083984773,1.0741094422185893,1.0000000810745642e-06,3.3057065416801152,102.5941992440624,-193.1883984881248,99.88706249720866,-191.77412499441732,5.414273493707469,0.06672759143832452,0.2136040687811413,2728.566297274563,True,38,0.28096626058558416
200,A,ok,322,264,58,2.5,4.0,0.15,0.02,1.2,0.2,7.5,2.6661183031827407,4.514579025429965,0.15518201669574264,1.0273697283625587e-08,1.1283598699118125,0.019992038850303203,15104787.732365316,107.31615333639581,-202.63230667279163,103.43036249530712,-198.86072499061424,7.771581682177384,0.0205315851180794,0.38631365780750127,692.8126130742721,True,24,0.9874063280268898
1,B,ok,107,82,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0579640129350665,5.599503577383474,0.11881002668837974,4.7009791289315525e-06,0.4912965980191125,0.003348405148414582,25273.463980552304,-86.38492400159542,184.76984800319084,-86.75221848352139,181.50443696704278,0.7345889638519338,0.6926056551629314,0.1861576101674574,48.724354370067864,True,32,0.7809798623082427
2,B,ok,137,107,30,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9309132192794876,1.124310736237813,0.201636672787701,0.19714846339728526,1.2611242671106706,2.9622827654550757e-06,1.0227656321184269,-69.95628227400758,151.91256454801515,-70.58753849934416,149.17507699868833,1.2625124506731709,0.5319231657586158,0.0594454927330999,64.93728719869783,True,43,0.1340826346804512
3,B,ok,114,79,35,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9243215180507673,4.248241946557361,0.22172736215516345,0.025335464205169193,0.7657934896526344,2.25,8.751659743022369,-77.11118060747762,166.22236121495524,-78.10980591818246,164.21961183636492,1.9972506214096768,0.3683855088643547,0.162499058267461,113.03030399624389,True,38,0.458949683948898
4,B,ok,149,108,41,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.2119576324010821,3.427528024272033,0.2024579738911056,0.012207800816660024,0.9757362549258932,2.25,16.584311698042335,-61.550978718653795,135.1019574373076,-62.82583073210921,133.65166146421842,2.549704026910831,0.2794723233047668,0.075948536276517,44.52842663793973,True,38,0.545813297148035
5,B,ok,97,72,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8242939327422514,3.3296996626281694,0.10643706765041813,0.17658770164558873,1.4420013975335457,4.1299795491035766e-06,0.6027433771352728,-82.1796670197046,176.3593340394092,-82.33984178611159,172.67968357222318,0.32034953281399225,0.851994875870852,0.09962358639537276,498.79218109567296,True,38,0.8970115741643672
6,B,ok,136,111,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.1187501889990048,2.9185495410850155,0.09659680729886148,9.999999999999982e-09,1.6085319212877105,0.0012125805299870811,9659680.729886165,-65.51202589339613,143.02405178679226,-69.88375574833854,147.7675114966771,8.743459709884831,0.012629374674845373,0.027898624909661385,125.45577335223103,True,38,0.9325221914670748
7,B,ok,135,102,33,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0226766671108904,3.987004542669693,0.16724382112946892,0.021748768250770895,1.0214955429241646,2.25,7.689806576680079,-58.448500632050596,128.8970012641012,-59.93618025419606,127.87236050839212,2.975359244290928,0.22589621244838975,0.19193400083954446,28.85812403514749,True,38,0.8108840742352525
8,B,ok,130,96,34,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9395104882872095,2.1499043428089415,0.26375291996187283,0.14072603417740207,0.8454777778906716,1.814194581610245e-06,1.8742297507608336,-69.26647396421552,150.53294792843104,-70.08698444488817,148.17396888977635,1.6410209613453048,0.4402068800351425,0.200445888509453,1775.3708389706135,True,37,0.7458982975884
