rep,scenario,status,n,n_sh,n_ns,true_mu,true_beta,true_Ksh,true_Kns,true_ash,true_ans,true_R,mu_hat,beta_hat,Ksh_hat,Kns_hat,ash_hat,ans_hat,R_hat,ll2,aic2,ll1,aic1,LR,lrt_p,R_lo,R_hi,R_covered,n_boot_ok,ks_p
113,B,ok,127,102,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.1031099393344241,9.192048029400532,0.13679638113229844,0.11239129000691987,0.7880460976090922,1.9245249056474811,1.2171439719561539,-73.33165486252506,158.6633097250501,-73.58421203970806,155.16842407941613,0.5051143543660146,0.7768117956592981,0.07172888361580226,79.37347195191508,True,42,0.6724666792752418
114,B,ok,131,96,35,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.366292665472765,3.3394725241406604,0.020676017370310013,0.009715555447762833,2.25,2.25,2.1281353888079564,-80.86144689475076,173.7228937895015,-80.94132799748132,169.88265599496265,0.15976220546113495,0.9232261089246934,0.35601188482319185,1173.2617511757485,True,36,0.975765396082915
115,B,ok,111,86,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.7582181776035287,2.9933586039716875,0.20838564787833838,0.27046211168503503,1.1106144058679968,1.1700571421762963e-06,0.770480000248658,-71.02848296485874,154.05696592971748,-71.74192533922366,151.4838506784473,1.426884748729833,0.489954683716753,0.05226964904119328,126.43684318507576,True,33,0.8205920724887013
116,B,ok,115,78,37,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.7834576432784451,0.5174490952506372,0.30200877619959454,9.516864178799532e-07,1.3449400732552834,0.006454011921311337,317340.6392332167,-82.55217751352865,177.1043550270573,-83.90903308938005,175.8180661787601,2.713711151702796,0.2574690974838896,1.0845559844137391e-06,15.096678337632019,True,40,0.6542823404591829
117,B,ok,145,115,30,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.1388620760235273,4.98645056974259,0.11601295168251363,0.1931941441326777,1.6266113719917492,0.21706956082644052,0.6004993174267268,-57.521369607883756,127.04273921576751,-58.60363443033039,125.20726886066078,2.164529644893264,0.3388272723826903,0.22283347278328242,104.59539777713127,True,39,0.8193836372239683
118,B,ok,90,62,28,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.756562081709709,1.3972618386911058,0.20344529840842474,0.33584935709942515,1.0000000000000004e-06,1.0000000000000004e-06,0.6057635487692674,-87.71999063389805,187.4399812677961,-87.77671639923106,183.55343279846213,0.1134515306660262,0.9448531453287553,1.3222135984141235e-06,27.146283638480384,True,38,0.9652438330333898
119,B,ok,104,79,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0131012649413533,10.000000000000002,0.13632142389322496,0.0360484811180776,1.0000000000000004e-06,1.8284932056308374,3.7816135289223736,-85.76311800446224,183.52623600892449,-86.03950072538842,180.07900145077684,0.5527654418523582,0.7585225727401733,0.08013044758362532,46.282233769394544,True,35,0.9707634494561624
120,B,ok,107,83,24,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.7364940579318212,1.2704143452391368,0.35480645629452634,0.3035723501207976,0.27331710398793585,1.0580546857648103e-06,1.1687706609424136,-81.24792928723386,174.49585857446772,-81.3325572763629,170.6651145527258,0.1692559782580929,0.9188540445216576,0.0500864781850673,25.194246402640587,True,41,0.38983981606086343
121,B,ok,114,86,28,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0567286678543528,6.646259195808616,0.10010571455295184,1.8990649325903366e-08,1.3159169982870516,0.0002757281686228783,5271316.047967196,-79.99071640965133,171.98143281930265,-82.53595361963193,173.07190723926385,5.090474419961197,0.07845443959719167,0.1140047181952652,121.56349964664093,True,40,0.958595899803145
122,B,ok,104,80,24,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0661728617361406,6.104930164727316,0.019718517923650147,0.07439182226546488,2.25,1.1445482203297554e-06,0.2650629776655455,-87.34860454022427,186.69720908044854,-88.25445382481018,184.50890764962037,1.8116985691718241,0.4041984597692083,0.11634299449324687,111.38083729939352,True,39,0.9330539632627783
123,B,ok,125,88,37,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.3108628440031862,5.6838606105016485,0.04194201712037301,0.002154577987458602,1.0503500081556374,0.035387362098202244,19.46646506392885,-82.61238139577537,177.22476279155075,-82.94954023391767,173.89908046783535,0.6743176762846019,0.7137954529541423,0.2507015695949058,9.845219850986417,True,43,0.7680110294029688
124,B,ok,118,88,30,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.1526248972982103,10.000000000000002,0.08597063089916589,0.00892458902072184,1.0539534665920034,2.25,9.633007267847546,-81.84885956735985,175.6977191347197,-82.56799770241295,173.1359954048259,1.4382762701062006,0.48717195150166603,0.14269392659803828,78.9607097548989,True,37,0.9083921304910435
125,B,ok,110,87,23,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0412859620844175,4.283181551328324,0.06268387548520397,0.007769239036282184,1.4516166363771417,2.25,8.068213011914242,-82.89738788507773,177.79477577015547,-83.46493007715458,174.92986015430915,1.1350843841536857,0.5669171011224194,0.1503065851035447,40.99261149040999,True,38,0.9226964745074899
126,B,ok,126,80,46,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.3003574083580094,5.532288991213944,0.01659864386630124,0.0066086447599895915,2.25,2.25,2.511656242561808,-79.46747915168353,170.93495830336707,-79.66199168825611,167.32398337651222,0.3890250731451488,0.8232358576357556,0.32125996839359583,39.34708932114492,True,36,0.9156287536246338
127,B,ok,110,93,17,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9870872583568202,1.9387651995607227,0.0357437667694271,3.1263164944781396e-08,2.25,0.03764939888564451,1143318.8812636076,-83.2379414968738,178.4758829937476,-83.80227966566008,175.60455933132016,1.128676337572557,0.5687364297474788,0.03933642165620632,66.15020387278946,True,31,0.8883073375058452
128,B,ok,119,97,22,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0369708094889343,5.191581057882322,0.05016350307273241,2.0997563929970413e-08,2.25,0.05275114925517407,2389015.3753089723,-69.75655823029072,151.51311646058144,-70.56841354336595,149.1368270867319,1.623710626150455,0.44403348040501367,0.11288159031046323,29.904947266904664,True,37,0.7358106722014728
129,B,ok,93,67,26,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.7740397267997745,2.099131486576876,0.04434182543110363,0.3438885074668098,2.25,0.06259507189649872,0.12894244636943342,-79.56435909110465,171.1287181822093,-84.06963002533305,176.1392600506661,9.010541868456812,0.011050595796590734,0.09029410558284287,31.362396646473982,True,36,0.6428810021153264
130,B,ok,114,93,21,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.1035601867271316,10.000000000000002,0.06252239220394976,9.999999999999982e-09,1.4981211943030888,0.05887818006393397,6252239.220394987,-80.42795437440306,172.85590874880612,-81.49604005496,170.99208010992,2.1361713611138953,0.3436657741917276,0.04386036318281809,61.50247249459285,True,33,0.7672873561880588
131,B,ok,122,97,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.972306831320906,4.967261357870535,0.347638693853725,0.03196935171378846,1.0505271952753334e-06,4.601390837967046e-06,10.874123972422861,-72.10612328104372,156.21224656208744,-73.20801760243224,154.41603520486447,2.2037886427770275,0.33224111575387216,0.12650284098824166,44.305882082282075,True,41,0.9390637340025403
132,B,ok,105,77,28,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9135308214030028,6.178620127891923,0.17337277860062572,3.080475310936854e-08,0.960500351496234,0.22280120599857345,5628117.777314647,-77.09719797307906,166.19439594615812,-79.28545568777648,166.57091137555295,4.3765154293948285,0.11211190948714711,0.022023707624949155,47.15241436490552,True,35,0.786007425888789
133,B,ok,109,82,27,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.1064709023182524,5.011476876737879,0.012317681856268928,0.020251888835361467,2.25,1.856348459958522,0.6082238529159434,-83.82061081657632,179.64122163315264,-83.86985023674902,175.73970047349803,0.09847884034539334,0.9519531856162885,0.10498982760485334,86.2247393127947,True,38,0.43368047587078806
134,B,ok,105,68,37,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.34261692637718943,0.19811393493419932,1.0714569004202372,0.11562840821371909,1.0000000000000004e-06,0.5578233101688383,9.266381133949666,-82.52867655384325,177.0573531076865,-83.26157857196108,174.52315714392216,1.465804036235653,0.4805125087569456,0.129619651222023,155.87465590444353,True,37,0.8108230123348554
135,B,ok,85,70,15,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.6727986173169157,1.9034059728250041,0.173812621242678,0.13774569260344174,0.9483940234830589,1.29431388889695,1.2618370706013284,-85.17125129197662,182.34250258395323,-85.19506156910388,178.39012313820777,0.04762055425453582,0.9764709510590721,0.19699722545524748,22.87117982542641,True,36,0.7838011509830454
136,B,ok,132,99,33,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.955219428364225,3.0089709871029098,0.2131392441818272,0.10604700761942673,0.9350853845313336,1.0598270627604878,2.0098562794598105,-69.48505912100505,150.9701182420101,-69.72230064622624,147.4446012924525,0.47448305044238737,0.7888007497330782,0.055190120892464625,22.09069397421055,True,38,0.9804216368479856
137,B,ok,132,103,29,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9297913023381406,3.9765686144415837,0.22765800901352395,0.1589203221586967,1.0326624686644723,0.44523639512758206,1.4325292443479085,-61.43942070498316,134.87884140996633,-62.390984441733494,132.781968883467,1.9031274735006605,0.3861367349005125,0.26234911549236917,19.555820916883217,True,40,0.9887456105046287
138,B,ok,115,86,29,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0190186935019405,5.739271112575498,0.14043425327881146,1.5277519165840273e-07,0.9696695936649427,0.0004809831614723629,919221.5814254388,-74.1084376241619,160.2168752483238,-75.96986929032806,159.93973858065613,3.722863332332338,0.15544991859259816,9.561810553056611e-09,391.5428191106231,True,36,0.9167290713528687
139,B,ok,106,70,36,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8087342277428526,2.128305603261605,0.13633881658918062,0.2916514020555181,1.3119109671114206,1.0000000000000004e-06,0.4674718366799673,-79.53606891310207,171.07213782620414,-81.26179257853043,170.52358515706086,3.4514473308567233,0.1780441607376828,0.14027142454003394,22.986393307305057,True,34,0.8144832719116483
140,B,ok,131,105,26,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.1644161311932015,8.956951095639946,0.1957306370566535,0.09620945268066795,3.4584466560192154e-06,1.420917005411972,2.034422103057895,-73.60891272893076,159.21782545786152,-74.03255719935359,156.06511439870718,0.8472889408456581,0.6546565903197943,0.06793722247489531,63.00427366999158,True,41,0.873373010889027
141,B,ok,115,80,35,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.7711641730605074,1.2398647749011593,0.20539732383651327,1.3713939391094298e-07,2.0088738359192986,0.015673518791611173,1497726.641331785,-74.52136532030838,161.04273064061675,-78.14648602255714,164.29297204511428,7.25024140449753,0.026645880924497378,0.2564167074717068,37.40507936111666,True,37,0.6981345587040422
142,B,ok,110,90,20,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.7430627127020647,1.0986271468688025,0.1231184668046513,0.0405045384882427,1.874223222371659,2.25,3.0396215189660545,-73.49845533601263,158.99691067202525,-73.81411333233837,155.62822666467673,0.63131599265148,0.7293088338209672,0.11926127883562589,21.850997978407584,True,33,0.9362034266696014
143,B,ok,114,84,30,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.840742350792734,4.66895615111793,0.2406785442296038,0.0909669509313436,1.107300248245794,1.3393832315693706,2.6457800527056636,-72.97007207154404,157.94014414308808,-73.58937827629723,155.17875655259445,1.2386124095063735,0.5383177903887482,0.0222232982445533,38.248768269550155,True,41,0.8296184008635591
144,B,ok,108,76,32,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9895793348770485,3.3353813439070636,0.11775638516217327,0.16208542493963285,0.9660859359746962,3.487917318222145e-06,0.7265081681837247,-85.53769316545534,183.07538633091067,-85.66284915931824,179.32569831863648,0.25031198772580865,0.8823592492205793,0.015953210046757354,42.00478888542953,True,35,0.9438196734398796
145,B,ok,119,86,33,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.911031277468916,3.9004773695962993,0.3295376695622751,1.2631366067964266e-08,0.5191704468764394,0.012524060872530806,26088838.514311623,-71.03308827869589,154.06617655739177,-75.38042522324602,158.76085044649204,8.694673889100272,0.012941229945398036,1.4188993942634776e-07,24.699741955623367,True,38,0.6404820642672067
146,B,ok,93,71,22,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8452566521938276,4.307416558385372,0.1081014241059646,0.15864939255645,1.2374669947243153,1.0000000000000004e-06,0.6813856792266026,-86.15656961110534,184.31313922221068,-86.52443766068008,181.04887532136016,0.7357360991494772,0.6922085128706466,5.685521330716018e-07,28.12591133269472,True,38,0.8565506607712566
147,B,ok,113,83,30,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0830606742434066,1.8132317432114755,0.18728200591239344,9.999999999999982e-09,5.665090119914955e-06,4.3163576926554686e-05,18728200.591239378,-86.1269813821821,184.2539627643642,-86.31863015868335,180.6372603173667,0.3832975530025067,0.8255967865676139,0.20166650536249225,58.35703554737804,True,33,0.7785564691877613
148,B,ok,97,74,23,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8737609950629016,1.614747786014508,0.053534466072297775,0.26436594541811415,2.25,1.0000000000000004e-06,0.20250136978735703,-86.17767776282973,184.35535552565946,-87.21334934133372,182.42669868266745,2.0713431570079877,0.35498789861223157,0.2767868467487321,25.209797054700786,True,39,0.9298820503145966
149,B,ok,107,88,19,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9531483857130129,3.8202272999695674,0.20096523435822886,0.03902961915884358,0.2962014208061352,1.1073042698780395,5.149044205128834,-84.88687954096773,181.77375908193545,-85.05859317110654,178.11718634221307,0.3434272602776218,0.8422203251551267,0.055477908558382284,35.2838145227263,True,39,0.48853815530138456
150,B,ok,91,62,29,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.7276088675961035,1.5838440765235517,0.28292338668526257,0.01635049670894842,0.47440494599313626,2.25,17.303656991070014,-85.62421412215572,183.24842824431144,-86.47723326498205,180.9544665299641,1.706038285652653,0.42612645125542215,0.18862463106204705,19.160503720652297,True,35,0.8674712295082536
151,B,ok,109,85,24,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9558147945797069,10.000000000000002,0.12859527304085686,0.04407502245701604,1.137568456648876,2.8827686586220718e-06,2.917645094027321,-75.24412142331286,162.48824284662572,-76.07929364478542,160.15858728957085,1.6703444429451224,0.43379976536493203,0.14471936278174585,62.05305508265231,True,37,0.3784452478176149
152,B,ok,108,92,16,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9191326902231132,2.4992858866653416,0.07866702004713612,4.471767921758965e-08,2.25,0.07687893969523425,1759192.8164329361,-77.92051560989687,167.84103121979373,-78.93079120908808,165.86158241817617,2.020551198382435,0.3641186149461674,0.14051720022093886,105.27196658112858,True,40,0.11119640220387905
153,B,ok,102,80,22,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9245034029275296,4.563047103084456,0.11480114474705289,0.15564090395554855,0.9192197498911979,1.0000000000000004e-06,0.737602659901284,-85.61498429832758,183.22996859665517,-86.01694823721371,180.03389647442742,0.8039278777722529,0.6690048703161742,0.08468494980161663,359.2476908065303,True,43,0.7121179501495463
154,B,ok,108,77,31,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9348367887277786,10.000000000000002,0.13364311359469425,0.13210389760917624,1.171400371395157,1.0000000000000004e-06,1.0116515561870227,-75.31477475287276,162.62954950574553,-76.7911165412633,161.5822330825266,2.9526835767810837,0.22847196025935124,0.047761562948311825,14.679292749961556,True,36,0.756330605881427
155,B,ok,112,85,27,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8444046258486656,4.702281826282214,0.21940678070165834,0.08129706255918392,0.8822142732138604,2.2488095406232547e-06,2.6988279009703593,-66.04069687672339,144.08139375344678,-68.10314552306406,144.20629104612811,4.124897292681339,0.12714226198479728,0.11614032577979537,77.6846151857422,True,39,0.9740095600313221
156,B,ok,98,75,23,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9366268687808219,5.629856046737793,0.047441317826734324,1.0000562402445595e-08,2.0301444137080193,0.09055811294866115,4743864.986546432,-82.2262422199897,176.4524844399794,-82.80317321445037,173.60634642890074,1.153861988921335,0.5616193372373279,0.178287522019956,57.88657430125712,True,46,0.9913138225536925
157,B,ok,125,88,37,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.1420971929973618,8.236885863270299,0.1485343129223627,1.617339967623895e-06,0.9548580642612312,0.0005731665979136985,91838.6461076461,-75.1090473501852,162.2180947003704,-77.8645060419422,163.7290120838844,5.510917383514027,0.06357984942636441,0.26270297180291624,13.739444410549968,True,39,0.9750764078914741
158,B,ok,100,73,27,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8433252449954792,0.699786710728138,0.0929075584643916,0.005891856539518124,2.229161906041689,1.4249984386625534,15.768808666884176,-85.39122511120374,182.78245022240748,-86.29736773841954,180.59473547683908,1.8122852544316004,0.4040799085189408,0.022068794727604226,25.1154579625561,True,38,0.9601572823914966
159,B,ok,79,63,16,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.6988318123115891,4.113693473516507,0.22117051389673337,9.999999999999982e-09,0.4072810019503974,0.050250554424249916,22117051.38967338,-83.91747718825417,179.83495437650834,-85.70881136208916,179.41762272417833,3.582668347669994,0.16673756430732767,0.015471387496115598,47.20182250255979,True,42,0.7474227607799382
160,B,ok,100,78,22,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9739094765725766,10.000000000000002,0.041231491027172835,0.1602366362630584,1.4306252248124538,0.5799686123713182,0.2573162541897325,-84.83802245561834,181.6760449112367,-85.11875705963628,178.23751411927256,0.5614692080358736,0.7552287435593614,0.0573142097267704,257.04538222328625,True,31,0.9948977278346365
161,B,ok,103,85,18,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8885488213545784,3.9995829774671936,0.16289917395347722,1.5359118029060822e-07,0.97182182353788,0.01177779133387891,1060602.396864569,-82.31188238118173,176.62376476236346,-83.71120112375533,175.42240224751066,2.7986374851471965,0.2467650171918826,0.13170588573613098,1962.211825639625,True,36,0.9922172440829751
162,B,ok,111,82,29,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0504835429779515,7.3657045108205565,0.07801896842338499,0.0007830986248516744,1.3462593102566434,2.25,99.62853457719001,-80.10612116086324,172.21224232172648,-83.10203259689393,174.20406519378787,5.991822872061391,0.049991042678596664,0.02305731110635001,24.869276233679795,True,39,0.9782822223901991
163,B,ok,95,78,17,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8961388923499415,10.000000000000002,0.1146685753383597,9.999999999999982e-09,0.9077454434127973,0.08573966776159145,11466857.53383599,-83.8264629871025,179.652925974205,-85.48725694460428,178.97451388920857,3.321587915003562,0.18998807774484394,0.2557206042291973,75.48319967189865,True,35,0.7841384722568232
164,B,ok,92,70,22,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.6974604232022814,0.9542624942916,0.2156864108832781,0.04930118246348055,0.8772455863159256,2.25,4.374872976790082,-85.493397934892,182.986795869784,-85.97650853236817,179.95301706473634,0.9662211949523396,0.6168615962650509,0.15984722392926026,95.17870268954468,True,36,0.9276905898708531
165,B,ok,105,84,21,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9679264616368931,3.618263671589302,0.05167681723597414,0.25827985001412823,1.8234002800673887,1.0000000000000004e-06,0.20008071567777105,-84.16053384973829,180.32106769947657,-84.83716813469673,177.67433626939345,1.353268569916878,0.5083249935073135,9.129898154870078e-05,17.17678324450538,True,33,0.6355013260763982
166,B,ok,117,91,26,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0197606305860738,3.414766880744779,0.10522033881948138,1.597179525671299e-08,1.2870075677839428,0.02434582459667541,6587884.2752668625,-75.16525728446013,162.33051456892025,-76.63779055731871,161.27558111463742,2.945066545717168,0.2293437583431167,0.16695114844980763,350.28985068168134,True,40,0.46410629010244064
167,B,ok,118,95,23,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0788892528471066,4.09487290058655,0.16255836142775087,1.6712103419075994e-08,0.6048257980760846,0.062012397301455705,9726983.932028508,-81.71337751267016,175.42675502534033,-83.47811785090678,174.95623570181357,3.5294806764732414,0.1712312429193552,2.1590829420921395e-07,115.838088038507,True,45,0.7576480203980054
168,B,ok,132,97,35,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.3076702391738402,10.000000000000002,0.07259639600117225,0.005891027499152257,1.1182287919485145,2.25,12.323214585506378,-77.74993293346165,167.4998658669233,-78.7630490355663,165.5260980711326,2.0262322042092933,0.3630858025073833,0.36294378563922525,42.19029443924252,True,37,0.45551521878916523
169,B,ok,105,82,23,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9429244733712461,8.60564187936385,0.1044466420574048,2.6469033011013815e-08,1.4887956475786435,0.017713895130664372,3945993.8719311864,-77.44811886284326,166.89623772568652,-80.1251226624842,168.2502453249684,5.354007599281886,0.06876889116210927,0.0524653923480784,79.0577544599638,True,34,0.7087359781874598
170,B,ok,91,66,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8000357563539306,3.1020959697191515,0.07610090147851462,4.641023502913143e-07,1.5175658868300443,0.005617775972455861,163974.39364559678,-77.71614990027209,167.43229980054417,-78.37420360996639,164.74840721993277,1.3161074193886009,0.5178582567972136,0.05151187177169108,38.87581705436169,True,40,0.9275964113268538
171,B,ok,122,100,22,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9592164436165157,5.110057464344638,0.18777131399931385,0.1999725797015891,0.8273352580682641,1.2830958047699914e-06,0.9389853062830779,-69.8778153947869,151.7556307895738,-70.38925081976043,148.77850163952087,1.0228708499470827,0.5996342308100511,0.18337834212513326,57.55686367803584,True,40,0.9692853444744786
172,B,ok,106,81,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8359569377608332,3.8311756093811873,0.31122386809174263,2.7899726588838767e-08,0.38540037021212314,0.0459857237876519,11155086.667273907,-80.17325832172335,172.3465166434467,-82.71594253962722,173.43188507925444,5.085368435807737,0.07865498905152368,0.03895061774918053,696.6969992760565,True,38,0.6955334947950899
173,B,ok,99,71,28,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.6719968297358767,0.5240814861853054,0.203895678447517,0.31439808816230286,1.6285860736255087,1.28249189621728e-06,0.6485270939124134,-86.60432314348937,185.20864628697873,-86.86509703695408,181.73019407390817,0.5215477869294318,0.7704551048564774,0.23757310292263928,75.36513671340799,True,36,0.7652542238040136
174,B,ok,116,81,35,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.1399420665106177,5.045689925824632,0.03649823402137333,1.2619430434739497e-08,2.25,0.0055877519178985985,2892225.1451934697,-81.05711964578087,174.11423929156174,-82.8642985235515,173.728597047103,3.614357755541249,0.16411647697840426,0.1641337123868241,144.67164936830605,True,39,0.5979980371593662
175,B,ok,105,80,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.7849141903788701,1.8959176123231638,0.27952369412434497,0.07334578325059034,0.9557629327490218,2.896219376415934e-06,3.8110397317502933,-80.25781780530136,172.51563561060271,-81.31918967627783,170.63837935255566,2.122743741952945,0.345980843530311,0.053878783051902863,16.001534067335502,True,35,0.7520376434725069
176,B,ok,106,81,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8345005154447105,1.122723325668546,0.06820069189371819,0.511939153059528,1.226412943031572,0.6495754129459259,0.13322030848026944,-84.66801686663162,181.33603373326324,-85.84983165222533,179.69966330445067,2.363629571187431,0.3067215992701876,0.11525121507172226,28.09949143354755,True,37,0.7079994566171598
177,B,ok,116,89,27,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9628437602271872,3.05368899279702,0.24669896306079148,0.15718488878452494,1.0000000000000004e-06,1.1115526652114003,1.5694826962595358,-81.03704692357942,174.07409384715885,-81.67034971465071,171.34069942930142,1.2666055821425743,0.530835663236357,2.2410759060402127e-07,25.884145704914726,True,39,0.9538418657140441
178,B,ok,118,94,24,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0471730924695248,4.491565236805885,0.2030943527224337,2.2578655611287342e-08,0.4933503013362606,0.0709992525570143,8994971.012397407,-80.90833786909562,173.81667573819124,-82.24444941955437,172.48889883910874,2.672223100917506,0.26286582437696504,0.12875269420398833,78.43466378843453,True,37,0.9969132262606124
179,B,ok,132,99,33,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.0862497339020856,5.770540247714855,0.1592952568943997,9.999999999999982e-09,1.1778199087613341,0.00779181736566959,15929525.689439997,-64.07873642361325,140.1574728472265,-68.05366702955857,144.10733405911714,7.949861211890635,0.01878060471177645,0.35911300357300646,2576.5122123344977,True,30,0.7666878340405594
180,B,ok,102,84,18,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9572578810268403,3.1799326553086216,0.047497118139680466,0.043287838225779765,1.7049499136420971,5.240453944926492e-06,1.0972393190887941,-82.95026518570926,177.9005303714185,-84.00301133198346,176.00602266396692,2.105492292548405,0.3489780871543776,0.11106418197637218,49.07491881507292,True,40,0.7814532171765641
181,B,ok,102,70,32,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.45945431750615645,0.3085066177405046,0.6426552661765019,4.304858549790464e-08,0.6942190700798636,0.020470781000316626,14928603.547444845,-82.47259353955599,176.94518707911197,-84.55378114963366,177.10756229926733,4.162375220155354,0.12478193188659359,0.07156724737465393,13.74345783358841,True,40,0.7745405884087291
182,B,ok,98,67,31,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9777100115890023,10.000000000000002,0.01264891385305335,0.138704650202649,2.25,1.0000000000000004e-06,0.09119314914513067,-84.58147996012079,181.16295992024158,-86.2733458875982,180.5466917751964,3.383731854954817,0.18417554496281663,0.05108486883550637,25.445823520211945,True,38,0.8247826480113291
183,B,ok,105,80,25,1.0,4.0,0.15,0.06,1.0,0.5,2.5,1.030148568871468,10.000000000000002,0.12579207324193792,0.08901407997330912,1.0000000000000004e-06,6.1299586920049274e-06,1.4131705150427514,-85.33379510938126,182.6675902187625,-85.35778719712943,178.71557439425885,0.04798417549633882,0.9762934344068632,0.18968141332788382,41.87837334401382,True,37,0.9853968158318853
184,B,ok,104,80,24,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.8355987745034689,2.8286280859233357,0.14759013196908838,2.3439350723613905e-08,1.103877253275322,2.2346213821575846e-06,6296681.751529881,-72.12579330701712,156.25158661403424,-76.84153685823745,161.6830737164749,9.431487102440656,0.008953206423730653,0.19786369820599786,88.91089984361302,True,41,0.9807308441302248
185,B,ok,101,74,27,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.991526543552743,7.603658473772781,0.035559159504868355,1.58272503712534e-08,1.961213931184196,0.0029813892668485386,2246704.8078959743,-79.95466481210536,171.90932962421073,-80.72613023787068,169.45226047574135,1.5429308515306275,0.46233505394244534,0.10305640956420743,35.162635808423616,True,38,0.8220927546664998
186,B,ok,125,94,31,1.0,4.0,0.15,0.06,1.0,0.5,2.5,0.9927639048469211,2.7762843275713105,0.17501251419011726,0.026165445229924623,1.121433660346813,1.0000000000000004e-06,6.688688560512656,-72.04785574952498,156.09571149904997,-72.88987146768872,153.77974293537744,1.6840314363274729,0.4308411931423015,0.08264298950731343,22.473897323764735,True,40,0.4508463244860189
